GeneID,Gene,Importance
283897,C16orf54,0.0023694218297529287
1234,CCR5,0.0023232194484208725
1436,CSF1R,0.0023155080213903747
718,C3,0.0022907006730216437
107986350,LOC107986350,0.0022856683340459717
80008,TMEM156,0.0022846326605725107
11027,LILRA2,0.0022837465646683365
1880,GPR183,0.0022622190537803784
23533,PIK3R5,0.002235565711462451
388512,CLEC17A,0.0022291410520557547
10205,MPZL2,0.0021892542086824353
105371030,LOC105371030,0.002173867498227506
84125,LRRIQ1,0.0021343238376508784
84467,FBN3,0.002129530895657831
105377146,LOC105377146,0.0021012389458130187
100271702,LINC00940,0.002078476416341378
23439,ATP1B4,0.0020576697918607864
105370697,LOC105370697,0.002056000783213906
105373002,LOC105373002,0.0020540839258346467
340205,TREML1,0.0020486511669046545
51365,PLA1A,0.0020315467018878985
283999,TMEM235,0.002
101927089,LOC101927089,0.0019822514559071033
100188947,HECTD2-AS1,0.001955308075561005
105371953,LOC105371953,0.0019285764092490398
6039,RNASE6,0.0019141538461538454
284454,MIR23AHG,0.0018986793736782048
105372594,LOC105372594,0.0018940033334267792
105370011,LOC105370011,0.0018903588264501173
11024,LILRA1,0.001858428498153696
3109,HLA-DMB,0.0018374027188616858
162461,TMEM92,0.001819015892009558
1674,DES,0.0018133493494945263
105369898,LOC105369898,0.0018113888399929597
105748977,NTRAS,0.0018016050650625152
107985484,LINC02943,0.0017747358380723732
4553,TRNA,0.001756080304225861
563,AZGP1,0.0017485373394048778
101929425,BTBD9-AS1,0.0017369311360908007
10320,IKZF1,0.001732673267326733
7276,TTR,0.0017242088433005482
9376,SLC22A8,0.0017239124507494542
6496,SIX3,0.001706794725763278
713,C1QB,0.0017011662303837044
4070,TACSTD2,0.0016968421052631578
4852,NPY,0.0016845018279019691
105372692,LOC105372692,0.0016807957257263908
26281,FGF20,0.0016752237212474272
105377744,LOC105377744,0.0016718896919756946
729171,ANKRD20A8P,0.001656341522386715
102465868,MIR8066,0.001630229023105653
105369673,LOC105369673,0.0016300653482768412
105376004,LOC105376004,0.001624782494573013
1794,DOCK2,0.0016225136208329483
2828,GPR4,0.0016012512263013446
105374681,LOC105374681,0.0015802857197272345
391267,ANKRD20A11P,0.001569045476542791
90011,KIR3DX1,0.0015654659670829953
254312,LINC00710,0.0015580682237603836
105374816,LOC105374816,0.0015499999999999997
6283,S100A12,0.001542124860458237
101928399,LINC01679,0.0015408788679663963
63974,NEUROD6,0.0015361990950226254
9592,IER2,0.0015245612053850042
6279,S100A8,0.0014943069529214747
1512,CTSH,0.0014852420759193779
10581,IFITM2,0.0014830817821096976
56670,SUCNR1,0.0014666388643780437
6750,SST,0.001462765897477321
254896,LOC254896,0.001456523662096418
105369214,LOC105369214,0.0014317431336692396
414062,CCL3L3,0.0014200013691130552
27181,SIGLEC8,0.0014196887963173648
107986035,LOC107986035,0.0014165696040544665
116844,LRG1,0.001416540832171378
79962,DNAJC22,0.001406185567010309
101929086,LINC01447,0.0014000775013562738
100128385,FAM225B,0.001399193591742379
285,ANGPT2,0.001385135537188871
6372,CXCL6,0.0013791595676413354
80201,HKDC1,0.0013764751478453562
9332,CD163,0.001352096354484574
285796,PACRG-AS1,0.0013513344240898414
102724290,LOC102724290,0.001351113619573677
101929116,LOC101929116,0.0013431336241234396
91947,ARRDC4,0.0013402505996166641
2252,FGF7,0.0013382352941176472
107986526,LOC107986526,0.00133652133580705
93035,PKHD1L1,0.0013314677849574409
643036,SLED1,0.0013303686181746499
55584,CHRNA9,0.0013127272727272727
105374570,LOC105374570,0.0013030443192330336
6276,S100A5,0.001302305932054216
285972,LINC00996,0.0012899531975799727
645355,MIR3976HG,0.0012863064103151114
112268151,LOC112268151,0.0012817701693680567
147004,LOC147004,0.0012711907308423109
101929380,LOC101929380,0.0012652333612807917
93377,OPALIN,0.0012640264026402641
105377684,LOC105377684,0.0012565217391304346
340017,LINC02433,0.0012522694002911785
283875,GREP1,0.0012473434598642356
101929348,LOC101929348,0.0012471115091804749
107984567,LOC107984567,0.0012315270935960587
223117,SEMA3D,0.0012257948947604123
3306,HSPA2,0.001223504389348792
51129,ANGPTL4,0.0012223222322232219
105378498,LOC105378498,0.0012140691328077619
80231,TASL,0.0012140691328077619
1012,CDH13,0.0012135922330097082
101929637,NTM-AS1,0.001209320091673033
285025,CCDC141,0.001202046923328388
4606,MYBPC2,0.0012009409195455705
389690,MROH5,0.001194439956714576
440508,CLEC4GP1,0.0011881737181160697
2123,EVI2A,0.0011748484848484845
2357,FPR1,0.0011737684512284053
7368,UGT8,0.0011692307692307698
361,AQP4,0.0011691819182817888
100874375,NALF1-IT1,0.0011665083606016723
799,CALCR,0.001163898270658717
100996295,DNAH17-AS1,0.0011625232606853012
728358,DEFA1B,0.0011621645624284736
407003,MIR219A2,0.0011600372561593082
100616335,MIR219B,0.0011600000000000007
2998,GYS2,0.0011452701083209495
118663,BTBD16,0.0011272727272727274
84807,NFKBID,0.0011261527287253846
105379034,LOC105379034,0.0011254461650881085
102724046,LOC102724046,0.0011210677713142977
112267914,LOC112267914,0.0011165243316458948
7850,IL1R2,0.001105226306514886
4340,MOG,0.0010999999999999998
105373225,LOC105373225,0.0010996516446185678
56729,RETN,0.001098817979314638
6236,RRAD,0.0010978663913197738
1296,COL8A2,0.0010934080136943164
401022,HAGLR,0.001092436974789916
105370397,LOC105370397,0.0010760869565217392
84935,MEDAG,0.0010736566807862979
7832,BTG2,0.0010593135123154478
107986019,LOC107986019,0.001045510777881912
105375567,LOC105375567,0.0010440386680988182
810,CALML3,0.00104062589136547
1536,CYBB,0.0010357142857142856
105369309,LOC105369309,0.0010314578490809422
7099,TLR4,0.0010256625278176413
2208,FCER2,0.001022619257173033
29842,TFCP2L1,0.0010136900931798695
5168,ENPP2,0.0010129474485910134
105377789,LOC105377789,0.001004308025939904
664618,HSP90AB4P,0.00100295965080379
101927073,LOC101927073,0.000996904024767802
107985064,LOC107985064,0.0009922753716871363
3249,HPN,0.000992
3834,KIF25,0.000989868013987637
401498,TMEM215,0.00098032240055294
2857,GPR34,0.0009772727272727275
2212,FCGR2A,0.0009624552030460495
150921,TCF23,0.0009578857630008526
10110,SGK2,0.0009559613319011818
400578,KRT16P2,0.0009559613319011815
100130264,SLC24A3-AS1,0.0009540317395930539
105379191,CTB-1I21.1,0.0009538763674054233
3689,ITGB2,0.0009534654230604001
85414,SLC45A3,0.0009457211450463883
101928687,LNCAROD,0.0009364923564022306
341276,OR10A2,0.0009360323886639674
5265,SERPINA1,0.0009304023307866886
6347,CCL2,0.0009239130434782608
3371,TNC,0.0009071969696969697
641364,SLC7A11-AS1,0.0009037996803950721
566,AZU1,0.0009022948662613917
27202,C5AR2,0.0008979591836734697
101928722,LOC101928722,0.0008979591836734695
107984446,LINC02467,0.0008957309971134853
285987,DLX6-AS1,0.0008852455397843982
105374442,LOC105374442,0.0008845753243848835
105373010,LINC01643,0.0008815047021943574
407008,MIR223,0.0008786561264822135
389257,LRRC14B,0.0008750595578772223
8809,IL18R1,0.000873438476853537
105377382,LOC105377382,0.0008702846299810247
645261,LOC645261,0.0008689655172413791
57126,CD177,0.0008654842322002672
101926953,LOC101926953,0.0008644072065527614
100506725,LINC03013,0.0008597285067873302
107986882,LOC107986882,0.0008594059405940595
107985138,LOC107985138,0.0008564705882352946
3383,ICAM1,0.0008564705882352945
1287,COL4A5,0.0008564705882352945
441459,ANKRD18B,0.0008507022938729457
105372178,LOC105372178,0.0008466601429865648
101928855,LOC101928855,0.0008409269649065537
414768,HCG24,0.0008409269649065537
83879,CDCA7,0.0008387096774193545
105374667,EML6-AS1,0.0008371393067588997
112268447,LOC112268447,0.0008366094263792474
4499,MT1M,0.000836542862172153
407013,MIR24-2,0.0008345279354077008
100873997,KCNQ5-AS1,0.0008344217698121779
105372558,LOC105372558,0.000833255814177392
6967,TRGC2,0.0008315919374742909
107985323,LOC107985323,0.0008261074161949533
102723895,LINC02552,0.0008150760907150344
105377739,LOC105377739,0.0008000000000000003
107984611,LOC107984611,0.000796596063502045
2919,CXCL1,0.0007954063092479463
2846,LPAR4,0.0007924033860875968
102724728,LOC102724728,0.000790513833992095
102465802,MIR7704,0.000789915966386555
107984740,LOC107984740,0.0007888982338099242
105379322,LOC105379322,0.000787872340425532
9783,RIMS3,0.0007872927563730505
8477,GPR65,0.0007850282240555799
104326189,LMO7DN-IT1,0.0007835217232050483
100874251,KIRREL3-AS2,0.0007834302325581393
132332,SMIM43,0.0007812499999999996
9152,SLC6A5,0.0007788343057908276
154197,PNLDC1,0.0007766990291262138
107984451,LOC107984451,0.0007758515074701472
10643,IGF2BP3,0.0007757012619371357
105369552,LOC105369552,0.0007673804208355894
105370413,LOC105370413,0.0007659574468085105
105371068,LOC105371068,0.0007641260558804418
105371019,LOC105371019,0.0007613299232736571
1233,CCR4,0.0007600813228517214
107986573,LOC107986573,0.000756508523853575
27071,DAPP1,0.0007565085238535746
3512,JCHAIN,0.0007548829976865023
326342,ADGRE4P,0.000749087868653086
105373585,LOC105373585,0.0007428583442459483
286753,TRARG1,0.0007421420684578583
140947,DCANP1,0.0007419918462434482
79689,STEAP4,0.0007383751091507637
107984581,LOC107984581,0.0007359206200477306
105371466,LOC105371466,0.0007325874125874126
105369201,GCAWKR,0.000729411764705882
100506384,PHACTR3-AS1,0.000729411764705882
401994,OR14I1,0.0007269099037843147
5031,P2RY6,0.0007187222715173025
6708,SPTA1,0.0007172201971852584
414332,LCN10,0.0007165816326530609
106029310,DANT1,0.0007163716478099534
158763,ARHGAP36,0.0007124304267161409
107986426,LOC107986426,0.0007106471433725216
1268,CNR1,0.0007094846900672144
100506795,LINC01354,0.0007094846900672144
104355146,LINC00396,0.0007063311877620786
3231,HOXD1,0.0007057485743633011
960,CD44,0.0007037307152875178
105371867,LOC105371867,0.0007013110044928307
387700,SLC16A12,0.0006986885653850943
105378214,LOC105378214,0.0006962103551097858
1991,ELANE,0.0006958762886597938
8529,CYP4F2,0.0006942566317911202
100885795,LARS2-AS1,0.000693158388003749
401097,C3orf80,0.0006920388349514562
342527,SMTNL2,0.0006771159874608149
105371689,LOC105371689,0.0006720000000000001
10739,RFPL2,0.0006718413350678107
5028,P2RY1,0.0006634113658284946
102724584,LOC102724584,0.0006585106382978724
105374296,LOC105374296,0.0006584901449462676
5444,PON1,0.0006545454545454545
4593,MUSK,0.0006532220462149354
3557,IL1RN,0.0006502262443438915
105378465,LOC105378465,0.0006497451467260953
105372026,LOC105372026,0.0006445513116489197
149499,LRRC71,0.0006420041472127904
107986365,LOC107986365,0.000637353123067409
54796,BNC2,0.0006363636363636364
284232,ANKRD20A9P,0.0006306499050336149
60484,HAPLN2,0.0006297577854671284
105371899,LOC105371899,0.0006297376093294458
112268420,LOC112268420,0.0006287693623384322
162998,OR7D2,0.000615501519756839
285556,C4orf54,0.0006116732944991737
28683,TRAV8-3,0.0006116314210218286
137970,UNC5D,0.0006027464243510865
100313840,MIR2115,0.000596243447874199
4314,MMP3,0.0005927051671732522
51744,CD244,0.0005852015519213647
1667,DEFA1,0.0005795100843073332
1113,CHGA,0.000577306710262863
163351,GBP6,0.0005723223422847953
27180,SIGLEC9,0.0005714327803386658
27123,DKK2,0.0005709711720226842
105373893,LOC105373893,0.0005679375751627975
107986611,LOC107986611,0.0005673963133640555
105374354,LOC105374354,0.0005672252341708967
650226,LOC650226,0.0005653777148240462
360,AQP3,0.0005650576144503269
105374696,LOC105374696,0.0005592375366568915
375719,AQP7P1,0.0005545472212936975
107986046,LINC01998,0.0005530405269255812
105378867,LOC105378867,0.0005528780414987307
107985256,LOC107985256,0.00055
3122,HLA-DRA,0.0005467796264162494
105378097,LOC105378097,0.0005454104718810598
105377158,LOC105377158,0.0005451030927835055
105371912,LOC105371912,0.0005436713925766352
4856,CCN3,0.0005423843559432618
28965,SLC27A6,0.0005406178489702516
54766,BTG4,0.0005344329896907212
660,BMX,0.0005324291223148674
2162,F13A1,0.0005289772727272727
101926898,RCAN2-DT,0.0005268165050031235
102465537,MIR6891,0.0005243860686607114
105373575,LOC105373575,0.0005210025092964902
107985137,LOC107985137,0.000520862257946657
1668,DEFA3,0.0005204632044333977
107985902,LOC107985902,0.0005189768235716857
338442,HCAR2,0.0005170332480818413
8784,TNFRSF18,0.0005155188803344289
105378606,LOC105378606,0.00051485777848403
474354,LRRC18,0.0005145398080180687
105370844,LOC105370844,0.000511616618675442
5740,PTGIS,0.0005101093090198932
11281,POU6F2,0.0005084906717608048
146771,TCAM1P,0.0005079365079365079
105375151,LOC105375151,0.0005052926329825228
2627,GATA6,0.0005042650835754281
112268112,LOC112268112,0.0005028294367688866
389118,CDHR4,0.0005003360597614255
107985744,LOC107985744,0.0005
100128627,CDC42P3,0.0005
2847,MCHR1,0.0005
100233156,LOC100233156,0.0004957016108191926
6403,SELP,0.0004944863170070932
105376654,LOC105376654,0.0004940968642509362
105375670,LOC105375670,0.0004940943495863404
164633,CABP7,0.0004900840336134454
107986926,LOC107986926,0.0004889643463497455
124590,USH1G,0.00048516924252218357
4744,NEFH,0.0004814589665653495
105370356,LOC105370356,0.00048057556781976724
492,ATP2B3,0.00047832125603864724
101929165,LOC101929165,0.00047505356596265713
3934,LCN2,0.00047385211717910055
4336,MOBP,0.0004730858563220729
101929484,LINC01615,0.00047154084305787086
102724428,LOC102724428,0.0004695652173913042
2306,FOXD2,0.00046898445542056674
644248,SNCA-AS1,0.0004689428218839983
339403,RXFP4,0.00046769757288272037
105378796,LOC105378796,0.0004654545454545453
3127,HLA-DRB5,0.00046024382349767976
6696,SPP1,0.0004592968466835807
51148,CERCAM,0.0004577922077922078
57817,HAMP,0.0004574412583782518
105374968,LOC105374968,0.0004565217391304347
6530,SLC6A2,0.0004554826616682288
105369376,LOC105369376,0.00045402990674483915
105370265,LOC105370265,0.0004521531100478468
3627,CXCL10,0.0004506519849319038
105371578,LOC105371578,0.0004502164502164503
105375581,LOC105375581,0.0004476374689140648
107986833,LOC107986833,0.0004468085106382979
3889,KRT83,0.00044532227479534154
83539,CHST9,0.0004447983306334258
2572,GAD2,0.00044109167787814734
101928807,LOC101928807,0.0004406578636650212
100133172,FAM66A,0.0004406229436279888
101928887,LINC02671,0.0004395976413458204
102724289,LOC102724289,0.0004395693213636234
79789,CLMN,0.0004386122898334795
23569,PADI4,0.00043726335520149996
6579,SLCO1A2,0.0004320177573550891
105378271,LOC105378271,0.0004304347826086956
102723739,LOC102723739,0.0004303755338149192
151449,GDF7,0.00042588837475342276
4489,MT1A,0.0004249250934271303
343171,OR2W3,0.00042468030690537067
105377390,LINC02263,0.0004241283435528309
107985035,LOC107985035,0.0004229721873757
11197,WIF1,0.000419895163175877
79056,PRRG4,0.0004192546583850931
100506422,LOC100506422,0.0004174573055028464
9143,SYNGR3,0.0004166023842917251
101101776,BMS1P17,0.00041432225063938615
5276,SERPINI2,0.00041363534736195987
1066,CES1,0.00041162992201790685
5337,PLD1,0.00041033434650455925
100506897,DAPK1-IT1,0.0004092433384412588
2326,FMO1,0.00040909090909090935
653061,GOLGA8S,0.00040837104072398157
285180,RUFY4,0.0004079845935314682
2670,GFAP,0.0004072398190045249
105373805,STAT4-AS1,0.0004062860470275067
81578,COL21A1,0.0004055335968379445
105374842,LOC105374842,0.000400197628458498
103752585,RORB-AS1,0.0003968941111798255
2353,FOS,0.00039375000000000006
2841,GPR18,0.0003935722410805445
26664,OR7C1,0.0003935222672064777
2571,GAD1,0.0003928997600325197
255231,MCOLN2,0.0003926630434782617
101927422,GNA14-AS1,0.00039249369187513574
79679,VTCN1,0.00039016587003021637
105376830,LOC105376830,0.00038888888888888876
10332,CLEC4M,0.00038840320497687857
105372922,LOC105372922,0.0003878787878787878
284,ANGPT1,0.00038700537336031115
23547,LILRA4,0.0003869234214061801
51676,ASB2,0.0003865374231866918
63950,DMRTA2,0.0003809835529007445
26253,CLEC4E,0.000380423983587732
721,C4B,0.00037807192807192764
4099,MAG,0.00037710437710437704
28638,TRBC2,0.00037540106951871655
7404,UTY,0.00037540106951871655
387890,TMEM233,0.0003750865844233914
101926951,LINC02339,0.00037363059773207766
100073347,MIMT1,0.000371858128531794
105379085,LOC105379085,0.0003704132231404961
23630,KCNE5,0.0003693919169447537
140,ADORA3,0.0003676987774526006
54055,CYP4F29P,0.0003660244638799834
246119,TTTY10,0.00036532769556025363
80763,SPX,0.00036515360081266216
23026,MYO16,0.00036421287788707536
102723567,LINC02074,0.00036415699212549404
4023,LPL,0.00036356338770490715
25770,C22orf31,0.00036025162007155385
3726,JUNB,0.00035604395604395625
27036,SIGLEC7,0.0003557711950970379
100507516,LINC02984,0.00035316491032172517
147,ADRA1B,0.0003521739130434781
102465836,MIR7846,0.0003521739130434781
110806300,FLNC-AS1,0.00035212813502287184
3560,IL2RB,0.0003515319739511054
105375431,LOC105375431,0.0003501144164759725
22915,MMRN1,0.00035010280448971663
254295,PHYHD1,0.00034979757085020234
10716,TBR1,0.00034801288936627217
105375153,LOC105375153,0.00034777429467084666
107986569,LOC107986569,0.0003470344088900791
885,CCK,0.00034605118065325673
8557,TCAP,0.00034251012145749025
106480738,OSTN-AS1,0.00034202429149797584
286333,FAM225A,0.00033973354231974943
100507206,LINC00943,0.000338628762541806
101928300,CABP1-DT,0.000336617405582923
130399,ACVR1C,0.0003333333333333333
3115,HLA-DPB1,0.00033107747543005973
27284,SULT1B1,0.0003309499489274772
105376477,LOC105376477,0.0003306506401881372
387775,SLC22A10,0.0003285301165000407
101928622,LOC101928622,0.00032846160344681937
10841,FTCD,0.00032739674118984467
80122,MAP3K19,0.0003260869565217391
102467226,LOC102467226,0.00032516129032258067
101928875,LOC101928875,0.00032514380947260897
8794,TNFRSF10C,0.00032263021306920005
916,CD3E,0.00032142857142857185
105378655,LINC02786,0.0003214285714285715
440896,LINC03025,0.0003213565829467285
105369807,LINC02454,0.0003210528073749958
11013,TMSB15A,0.00032073732718894014
339184,CCDC144NL,0.0003202639751552795
5350,PLN,0.00032015810276679835
6899,TBX1,0.0003201581027667983
127833,SYT2,0.00031626144164759726
256223,CDRT15L2,0.00031547630720098625
6286,S100P,0.0003147662971862647
728597,DCDC2C,0.0003146260428118734
389075,RESP18,0.00031415643180349054
113278,SLC52A3,0.00031306317528966704
105376196,LOC105376196,0.00031278728773102344
5055,SERPINB2,0.0003099489795918368
5105,PCK1,0.0003079000569651264
23105,FSTL4,0.00030687853454634866
4909,NTF4,0.0003068181818181818
105376687,LOC105376687,0.00030681818181818176
104310351,LINC01331,0.0003064516129032258
23546,SYNGR4,0.0003043441831660627
123624,AGBL1,0.00030407239819004513
102723552,ANKRD20A21P,0.0003039459261965655
105374814,LOC105374814,0.00030315789473684215
646960,PRSS56,0.00030315789473684204
80329,ULBP1,0.0003030885380919701
796,CALCA,0.00030294530154277674
107986942,LOC107986942,0.0002999999999999999
165,AEBP1,0.0002998264893001735
10894,LYVE1,0.0002968085106382978
644168,DRGX,0.0002963156519466942
101929305,LOC101929305,0.00029610346159820625
57664,PLEKHA4,0.000292340777502068
107985410,LOC107985410,0.000290656538252849
9469,CHST3,0.0002875010312680472
729475,RAD51AP2,0.00028716690042075694
105377905,LOC105377905,0.0002864600170353235
107986414,LOC107986414,0.0002857142857142857
23764,MAFF,0.00028387034161490675
203447,NRK,0.00028385570668243643
285696,BASP1-AS1,0.00028374384236453206
102723392,LOC102723392,0.00028137212331741206
83659,TEKT1,0.0002804718379446635
100130238,GALNT9-AS1,0.0002798811077575658
105377775,LOC105377775,0.00027950310559006204
101059915,LOC101059915,0.00027950310559006204
116173,CMTM5,0.0002779326197491279
100506532,LOC100506532,0.0002777647884030863
1843,DUSP1,0.00027759740259740255
107984960,LOC107984960,0.0002772030800342226
388523,ZNF728,0.000275797373358349
2843,GPR20,0.0002752659574468086
1404,HAPLN1,0.00027513586956521733
285126,DNAJC5G,0.0002751358695652173
50487,PLA2G3,0.00027250299043062205
105379170,LOC105379170,0.0002715889941260782
1746,DLX2,0.0002709677419354839
2561,GABRB2,0.00026897671294223024
241,ALOX5AP,0.0002680761577365372
3758,KCNJ1,0.0002678571428571429
8676,STX11,0.00026785714285714287
139221,PWWP3B,0.0002673994667247108
5475,PPEF1,0.00026732673267326713
6512,SLC1A7,0.00026714257609398306
121268,RHEBL1,0.0002656707711227083
100189195,TRN-GTT2-6,0.0002654377880184332
105371475,LOC105371475,0.00026470588235294115
952,CD38,0.00026344043887147306
6528,SLC5A5,0.00026337107514092043
4166,CHST6,0.00026321446018563754
105379041,SV2C-AS1,0.00026249360395701855
8353,H3C6,0.0002617397383401578
103689918,LINC01378,0.000261391999210773
728640,FAM133CP,0.00026086956521739106
284648,LINC01686,0.0002607407407407409
155,ADRB3,0.0002605142011037825
105370069,LOC105370069,0.00025845615059098213
84281,C2orf88,0.0002580645161290323
101927424,LINC01961,0.00025794894760412004
266629,SEC14L3,0.00025670187383229956
728276,CLEC19A,0.00025636070853462156
55567,DNAH3,0.00025625782227784686
105374726,LOC105374726,0.00025569986309493305
2151,F2RL2,0.0002553191489361702
92304,SCGB3A1,0.0002549779808206776
3739,KCNA4,0.0002549779808206776
653275,CFC1B,0.0002547160876490598
25791,NGEF,0.0002545806906272017
105371553,LOC105371553,0.00025434782608695647
153769,SH3RF2,0.0002515527950310559
9457,FHL5,0.00024979302188054425
102724392,LINC02197,0.00024979302188054425
6474,SHOX2,0.00024979302188054425
107986293,LOC107986293,0.0002488268974127172
283869,NPW,0.0002483277591973244
4887,NPY2R,0.0002483277591973244
1580,CYP4B1,0.000247741935483871
107985558,LOC107985558,0.00024620060790273555
103344718,HOTS,0.000246092132505176
4892,NRAP,0.00024545454545454545
151126,ZNF385B,0.0002451950797616757
150094,SIK1,0.00024427222290331025
105376548,LOC105376548,0.00024427222290331025
107985336,LOC107985336,0.0002414661885804883
3938,LCT,0.0002400000000000005
6521,SLC4A1,0.0002400000000000005
594855,CPLX3,0.0002400000000000002
9966,TNFSF15,0.00023993871297242056
101928738,LINC01978,0.0002397463002114167
105376292,LOC105376292,0.0002397463002114167
101928669,LOC101928669,0.00023950325251330574
1131,CHRM3,0.00023950325251330574
51338,MS4A4A,0.0002393572813740882
107985287,LOC107985287,0.00023859649122807015
107985856,LOC107985856,0.00023819539894145552
105376363,LOC105376363,0.00023729365263892087
102465993,MIR7847,0.00023529411764705878
81030,ZBP1,0.00023524752475247493
64581,CLEC7A,0.00023420247095703466
84432,PROK1,0.0002333333333333333
105377177,LOC105377177,0.00023225806451612906
59352,LGR6,0.00023113964686998376
101929176,ADAMTS16-DT,0.0002311116587289134
27133,KCNH5,0.00023111111111111113
105374897,LOC105374897,0.0002308895972181975
105371011,LINC02351,0.000230385376348112
100507347,VIM-AS1,0.00022956521739130425
158434,LOC158434,0.00022956521739130425
127707,KLHDC7A,0.0002293919563582486
284240,LOC284240,0.0002293919563582486
724027,MIR657,0.00022925258334642465
105369192,PPM1K-DT,0.00022847740494799318
55821,ALLC,0.00022826086956521734
144203,OVOS2,0.00022585662944251618
105378372,LOC105378372,0.00022541482589487593
63895,PIEZO2,0.00022459273235078003
6280,S100A9,0.00022340012928248227
400757,C1orf141,0.00022289338568408327
401124,DTHD1,0.00022262156448202942
6334,SCN8A,0.00022222222222222223
5054,SERPINE1,0.0002214074512123004
495,ATP4A,0.0002209718670076726
51802,ASIC5,0.00021999999999999993
1149,CIDEA,0.00021970100066940156
22918,CD93,0.00021961722488038273
341359,SYT10,0.00021897440229787956
105371551,LOC105371551,0.0002181818181818182
4602,MYB,0.00021818181818181816
10804,GJB6,0.00021818181818181813
649352,LOC649352,0.00021818181818181813
10911,UTS2,0.00021818181818181813
105378620,LOC105378620,0.0002174330816746743
105370067,LOC105370067,0.0002171945701357466
123264,SLC51B,0.0002161566374801669
105371120,LOC105371120,0.0002157716701902749
105379316,LOC105379316,0.00021322314049586783
257068,PLCXD2,0.00021220727760481417
671,BPI,0.00021200607902735605
8685,MARCO,0.00021200607902735605
100616346,MIR4649,0.00021186057039384362
100129223,THCAT155,0.00021095688941998302
6543,SLC8A2,0.0002109375
105378897,SLC6A17-AS1,0.00021038961038961042
1053,CEBPE,0.00021018062397372745
107986020,LOC107986020,0.00020943762120232705
222611,ADGRF2,0.00020833333333333332
340595,RTL4,0.00020779220779220778
51200,CPA4,0.00020769230769230768
107985495,LOC107985495,0.00020757255429559873
4923,NTSR1,0.00020740740740740737
101929278,LOC101929278,0.00020645161290322583
100506737,LINC01589,0.00020645161290322583
50834,TAS2R1,0.0002064516129032258
212,ALAS2,0.00020323580034423396
105375987,LOC105375987,0.0002003710575139149
26228,STAP1,0.00020037105751391488
